 ,Episode,Speaker,Dialogue,Eng_Translation,Start_Time,End_Time,Sarcasm_Label,Audio_Clip
,,"Animesh, 
Ins. Madhabi","Bodla nite hobe, Parben? ,
Parbo sir. Ekbare halare hate paina debana dhori","We must take revenge. Can you do it? ,
Yes sir Once I catch that man I will teach him a lesson",0:08:00,0:07:54,0,AudioS200544.mpeg
,,Ins. Bitan,"Sir? ekta special number er kotha bolechilam? oi 
number tar subscriber details peye gechi. Robi 
Sardar Original SIM. Aar ekhon porjonto jotogulo 
jaygay dakati hoyeche sob jaygatei number ta ek 
na ekbar active chhilo. Particularly rater dike ekjon 
mohilar songe kotha bolto ei number theke. Jyoti 
Sardar dekhachhe bari Dunka. Sir Naihati teo 
operation er somoy number ta active chhilo sir","Sir I mentioned a special number I have obtained its 
subscriber details. Robi Sardar Original SIM. So far in 
every place where robberies occurred this number 
was active at least once. Particularly at night he spoke 
with a woman from this number. It shows Jyoti Sardar
living in Dunka. Sir the number was also active 
during the Naihati operation",0:07:53,0:07:24,0,AudioS200545.mpeg
,,Animesh,Tar mane oi gang eri kono ekta matha hote pare,That means it could be one of the leaders of the gang,0:07:23,0:07:18,0,AudioS200546.mpeg
,,"Ins. Bitan,
Animesh, 
Ins. Madhabi","Possible sir.
Madhabi debi? ,
Yes sir?","Possible sir.
Madhabi debi? , 
Yes sir?",0:07:17,0:07:14,0,AudioS200547.mpeg
,,Animesh,Apnake continuously monitoring chaliye jete hobe,You must continue monitoring continuously,0:07:13,0:07:11,0,AudioS200548.mpeg
,,"Ins. Madhabi, 
Animesh, 
Ins. Madhabi","Bujhe gechi sir Kaj hoye jaba ne. ,
Hobe? , 
Hmm",Understood sir The job will be done,0:07:10,0:07:08,0,AudioS200549.mpeg
,,Animesh,Chair chharen. Apni boshe poren,It will Leave the chair. You sit down,0:07:07,0:07:01,0,AudioS200550.mpeg
,,Malda,,Malda,0:06:59,0:06:57,N/A,N/A
,,"Sagar, Sana, Sagar","Sana... , Chelera bhorsa bhalbasa kissu boje na. , 
Are, Sana. Meri jaan, dekh mein aageya! Are baba! 
Bhari ho geya bohut! Are! zorse kahe mara!","Sana... , In love and trust people understand nothing. Hey 
Sana my love look I have come! Oh dear you’ve 
become heavy! Why did you hit me so hard?",0:06:38,0:06:18,1,AudioS200551.mpeg
,,Sana,"Kal nikka hain, ghar bhorti mehman. Tor kono patta 
nei! Tui ekhon kon sahose aschish ha?","Tomorrow is the wedding and the house is full of 
guests. There’s no sign of you! How dare you show 
up now?",0:06:17,0:06:11,0,AudioS200552.mpeg
,,"Sagar, Ranjan, 
Sagar","Achha, shant ho ja... araam se... naam kamake aye
hain. Abhi naam kamane mein thora bohot time to
lagta hain na. Ka re? Time lagta hain ki nehi lagta? 
, Lage bhai anek somoy lage. , lagta hain.","Okay calm down... relax... we came after making a 
name. It takes some time to build a name right? Hey 
does it take time or not? Yes brother it takes a lot of
time. It does take time.",0:06:10,0:05:59,0,AudioS200553.mpeg
,,"Sana, Ranjan, Sagar","E katpiece koun hain? Katpiece na, Ranjan. Nikka
Mubarak! , Aja amr chand, te ruk hum aa rehe hain","Who is this cutpiece? Not cutpiece, Ranjan. 
Congratulations on the wedding! Come my moon 
wait I’m coming.",0:05:58,0:05:50,0,AudioS200554.mpeg
,,"Sana, Sagar, Sana","Abba se mile ka? , Kitna gussa karti ho! , Na karu","Did you meet father? Why do you get so angry? 
Should I not?",0:05:49,0:05:46,0,AudioS200555.mpeg
,,"Ranajn, girl","Bolchi, tomar naamki go? , Jhapta maro kopale!","I’m asking what is your name? Give him a smack on 
the forehead!",0:05:42,0:05:39,0,AudioS200556.mpeg
,,Dhanbad,,Dhanbad,0:05:31,0:05:29,N/A,N/A
,,Ins. Asim,Location toh ekhaneyi dekhachhe,The location is showing right here,0:05:05,0:05:04,0,AudioS200557.mpeg
,,Ins. Badal,Tar mane ashepash ei ache,That means they are nearby,0:05:01,0:05:00,0,AudioS200558.mpeg
,,Manish,"Sir mujhe mat maaro sir Sir please sir mujhe mat 
maaro. Sab sach bata dunga sir Akhtar, Ranjan, 
Sagar, Khokon, ye log thhe sir. Nehi sir, please!","Sir please do not hit me. I will tell the truth Akhtar, 
Ranjan, Sagar, Khokon were involved",0:03:46,0:03:34,0,AudioS200559.mpeg
,,Ins. Badal,Aur Netaji kaun hai be?,And who is Netaji?,0:03:34,0:03:33,0,AudioS200560.mpeg
,,Mansih,"Sir woh toh humko pata nahi sir Sir kasam se sir 
maat maaro. Sir ami sotti bolchhi sir mat maro sir","Sir I do not know that Please do not hit me, Sir I am 
telling the truth Please do not hit me",0:03:30,0:03:23,0,AudioS200561.mpeg
,,Ins. Asim,Eta ki holo?,What just happened?,0:03:14,0:03:13,0,AudioS200562.mpeg
,,Ins. Badal,Sir Monish encounter e mara geche,Sir Monish was killed in the encounter,0:03:05,0:03:03,0,AudioS200563.mpeg
S2,E5,Dakaiot ,"Ek pyer mein goli marega bhen**od!? Huh? Ab uska 
keemat chuka! Bengal Police ki ma ka...","Shot me on one leg, f****r!? Huh? Now pay for it! 
Bengal Police can go f**k itself!",0:27:44,0:27:28,0,AudioS200564.mpeg
,,"Ravi, Dakaiot 1, 
Dakaiot 2, Dakaiot 1,
Ravi","Chal bhai chal chal. , Tereko leke kahin nahi ja 
sakte. , Kyu? , Plan change hai. , Par saala plan 
kya hai bhosari ke woh toh bata! ","Come on Karali brother let's go. We can't take you 
with us. Plan has changed. With that leg he can't work 
outside. He will work from inside jail and we will 
operate outside. The earnings will be shared equally. 
Sit inside the car Paritosh will explain everything.",0:27:24,0:27:18,0,AudioS200565.mpeg
,,"Dakaiot 1, Dakaiot 2,
Dakaiot 1","Iska yeh paer leke bahar kaam nahi kar payega. 
Yeh jail ke andar se kaam karega hum dono bahar. 
Jo kamayi hoga hisab barabar. , Are bh****ke kya 
bol raha hain telog? , Tu gari ke andar 
baith Paritosh tereko sab samjhayega.","He won't be able to work outside with this leg. He will 
run things from inside jail, and we'll both be free outside. 
Whatever money is earned, it will be split equally. Hey 
motherf***er, what are you talking about? You sit in the 
car, Paritosh will explain everything to you.",0:27:18,0:27:09,0,AudioS200566.mpeg
,,"Dakaiot 2, Ravi, 
Dakaiot 2","E bhai leke chal na. , Bye. , hey bh****od","Why? But what the hell is the plan then! What 
nonsense are your people saying! Take me with you! 
Hey! Bye... Bastard...",0:27:08,0:27:04,0,AudioS200567.mpeg
,,Dumkay Domka,,Dunka Drama,0:25:47,0:25:46,N/A,N/A
,,"Animesh, Ins. Badal","Haa? , Sir amra Akhtar k dhorte jachhi. ","Yes? , Sir we are going to catch Akhtar. ",0:25:46,0:25:44,0,AudioS200568.mpeg
,,Animesh,"Bujhlam. Jay Hind, Madam. Khash khobor nite nijei 
chole elen","Understood. Jai Hind madam. Did you come 
personally to get updates?",0:25:42,0:25:36,1,AudioS200569.mpeg
,,Inspector Geeta,"Khobor noy Animesh, nijer kaj korte esechi. Ora 
amader ekjon k mereche, bodle amra oder charjon
k marbo! I don't need your updates right now, I need
all of them dead.","Not for updates Animesh I came to do my job. They 
killed one of ours we will kill four of them. I don't 
need your updates I need them dead.",0:25:36,0:25:25,0,AudioS200570.mpeg
,,Animesh,"Ekjon already dead ma'am. And we're after our 
second target. ","One is already dead ma'am. We are after the second 
target. That house. Mr Karali you stay outside and 
keep watch. I will go inside.",0:25:23,0:25:20,0,AudioS200571.mpeg
,,"Ins. Asim, Ins. Badal","Ei bari ta. , Karali babu apni ekhane dariye baireta 
nojor rakhun. Ami bhitore dhukchi.","This house. Mr. Karali, please keep an eye on the 
outside here. I am going inside.",0:25:12,0:25:03,0,AudioS200572.mpeg
,,"Akhtar, Ins. Badal, 
Akhtar, Ins. Badal,
Akhtar, Ins. Badal","Ammi, o Ammi? Are khane ko kuch milega ka? 
Bohot tez bhukh laga hain. Haar roz wahi roti 
sabji! , Ei, chol chol. , Thok denge. Ek gunda 
uthakar le ja raha hain hume. , Hum police se hain 
aur dakaiot hain apka beta! Sona dakati kiya hain! , 
Chorr, kuch nehi hoga hume! , Chal!","Mother, oh Mother? Is there anything to eat here? I'm 
extremely hungry. Always the same roti and sabji! Hey, 
come on, come on. We'll beat you up. They are taking 
us away, grabbing us by force. We are from the police 
and we are arresting your son! Your son has committed 
a gold theft! Thief, nothing will happen to us! Come on!",0:24:19,0:23:51,0,AudioS200573.mpeg
,,"Inspector Geeta,
Ins. Madhabi,
Inspector Geeta,
Ins. Madhabi,
Animesh, Ins. Badal,
Animesh, Ins. Badal,
Animesh, Ins.Badal","Boshun, boshun. , Jay Hind. , Any update? , 
Haa... , Sorry Madam, sorry, one second, just a 
minute... Ha? , Sir, Akhtar k  amra arrest kore 
niyechi. , Tai? , Ha sir. , Bhalo korechish, niye aye 
oke. , Okay, sir","Sit. Sit. Jai Hind. Any update? Yes... Sorry Madam, 
sorry, one second, just a minute... What?  Sir, we have 
arrested Akhtar. Really? Yes, Sir. Good job, bring him 
here. Okay, Sir.",0:23:48,0:23:31,0,AudioS200574.mpeg
,,"Animesh, 
Inspector Geeta,
Ins. Madhabi","Madam, second suspect k tola hoye geche. , Great. 
, Ostader maar shesh raate, sir! Netaji amader 
haate! Nen, shonen dekhi...","Madam, the second suspect has been apprehended. 
Good. Last night, the doctors were attacked, Sir! Netaji 
is in our hands! Come, see for yourself...",0:23:29,0:23:19,1,AudioS200575.mpeg
,,"Jyoti, Ravi","Abhi waqt mila tujhe? , Are ka kare Jyoti? Pura din 
yeh Bangali lok dimag ka dahi bana rehte hain!","So you finally got time? , What can I do Jyoti? These 
Bengalis keep messing with my head all day!",0:23:16,0:23:10,1,AudioS200576.mpeg
,,"Jyoti, Ravi, Jyoti","Kisi police waloko shaadi kar lete to achha hota. , 
Aisa kahe? , Wo bhi ghar nehi rehte, tu bhi ghar nehi 
rehta. Lekin koi puche to kehe sakte the aadmi humar
sarkar officer!","You should have married a policewoman. She 
wouldn't stay at home either like you. At least I could 
proudly say my husband works for the government.",0:23:09,0:22:56,1,AudioS200577.mpeg
,,Ravi,"Are koi sarkari logoko ekbar phone ghuma diye na to 
udhar hi churchura dete hain. Janish, ami koun achi?","With just one phone call government uniforms start 
trembling. Do you know who I am?",0:22:53,0:22:48,0,AudioS200578.mpeg
,,Jyoti,"Khub jani... Netaji! , Ayi sabass!",I know... Netaji.,0:22:47,0:22:43,0,AudioS200579.mpeg
,,"Inspector Geeta,
Animesh","Yeh kya Wahi Netaji hai , Jisko hum dhund rahe hai? ,
Ho sakta Hai.","Is he the Netaji we are looking for? , Maybe.",0:22:42,0:22:40,0,AudioS200580.mpeg
,,Jyoti,"Zyada bartabiya na boliye,Zinda Wapas Aayiye ",Don't get too excited. Come back safely.,0:22:40,0:22:37,0,AudioS200581.mpeg
,,"Ravi, Jyoti, Ravi, 
Jyoti","Bass abhi hum laut hi rahe hai Jyoti, E Jyoti.....eku  
photo bhej na.. , bhej na jyoti , Are","Of course I will come back Jyoti. Hey Jyoti send me 
a photo?",0:22:36,0:22:25,0,AudioS200582.mpeg
,,Ravi,"Are baap re! Maa kosom jyoti 
nikhar rahi ho! Hum toh bikhar hi jayenge haan!","Please Jyoti but... Oh my God! I swear you are 
glowing! I will go crazy!",0:22:09,0:22:02,0,AudioS200583.mpeg
,,Jyoti,"Chutiye! Kitne saal ho gaye shaadi ke? Ek bachha 
hai hamara. Choka kahe lagate ho?","Idiot! How many years have we been married? We 
even have a child. Why are you buttering me up?",0:22:01,0:21:56,1,AudioS200584.mpeg
,,Ravi,"Jyoti sun na... Eku se man nahi bhara... Zara woh 
pallu hata ke bhejna?","Jyoti listen... One photo wasn't enough... Remove 
that veil and send another one?",0:21:55,0:21:49,0,AudioS200585.mpeg
,,"Jyoti, 
Ins. Madhabi,
Jyoti","Pagal hai kya? , Ishh! ki asobho! , Nehi",Have you gone mad? Shame!,0:21:48,0:21:45,0,AudioS200586.mpeg
,,"Ravi, Jyoti, 
Ins. Madhabi","Are bhejna Jyoti hum keh rahe hain tu bhejna pallu 
hatake photo , are , Ish!",Come on Jyoti send it please.,0:21:44,0:21:40,0,AudioS200587.mpeg
,,Ravi,"Ji lo uski ma ka, ab kal tak kaise intezaar karein Jyoti? 
Hum aaj raat ko hi pahunch jayenge! Hum abhi ke 
abhi nikal rahe hain!","Oh God how will I wait till tomorrow? I will reach 
tonight itself! I am leaving right now!",0:21:32,0:21:27,0,AudioS200588.mpeg
,,"Jyoti, Ravi, Jyoti, 
Ravi","Are satiya ga ho ka? ,  Are satiyay tuhar baap! , Are , 
Hum raat ko hi  pouch jayenge aur raat ko hi hum 
hisab ka badla lenge hayein! Intezaar karna. ","Are you a satiya? Oh, you are the father of satiyas! 
Listen, we will find you by tonight, and by tonight we will 
take our revenge! Just wait.",0:21:26,0:21:17,0,AudioS200589.mpeg
,,Animesh,"Bojha gelo Peyaji ekhon desh seba chere nari 
sebay mon diyeche.","Looks like Peyaji has shifted from serving the country 
to serving women.",0:21:15,0:21:11,1,AudioS200590.mpeg
,,"Ins. Madhabi,
Inspector Geeta","Kuchu-tar basha sir! Ekekbar ekekta number 
theke phone deye ekta on ekta off! Majhe majhe 
abar ekta special number on kore! Khub chonchol 
sir ek jaygay tisthoy na. ,
Toh ekhon exact location-ta ki?","He is such a pain sir! Every time he calls from a new 
number switching them on and off. Sometimes he 
uses a special number too. Very restless sir he never 
stays in one place. ,
So what is his exact location now?",0:21:10,0:20:57,0,AudioS200591.mpeg
,,"Ins. Madhabi,
Animesh","Ekhon ei muhurte NH19 dhore Bolpur-er dike 
egocche. ,
Ami berocchi madam Peyaji-ke niyei phirbo.","Right now he is moving towards Bolpur through 
NH19. ,
I am leaving madam I will return with Peyaji.",0:20:55,0:20:49,0,AudioS200592.mpeg
,,"Inspector Geeta,
Animesh,
Inspector Geeta,
Animesh","Animesh ebar amio jabo. , Madam..., Security niye 
tomake bhabte hobe na. Ganesh Babu amader 
department-er ekjon brave ar honest officer chilen. 
So.. , Ma'am. ashun.","Animesh I will go too. Don't worry about my security. 
Ganesh Babu was a brave and honest officer from 
our department. , 
Ma'am please come.",0:20:48,0:20:35,0,AudioS200593.mpeg
,,"Nirjhar Singh, Guru","Phagunia, kaha hain tu? Are ma*****od! Haramkhor! 
Iska saath so gayi? Toke hum paisa dete hain, tu orke
saath so gayi? saali ami toke charbo na! Are sala.. , 
Biwi thori na hain apki? ","Phagunia, where are you? You son of a bitch!  You 
whore! You slept with him? We give you money, and 
you sleep with someone else? I swear I'll kill you! You 
bastard...  she isn't your wife?",0:20:11,0:19:56,1,AudioS200594.mpeg
,,"Nirjhar Singh, Guru,
Nirjhar Singh","Biwi nehi to kya hua? Ami oke taka di sala mardangir 
jonne! b****h, saali jane nehi denge hum... hey ruk ei 
saali! , Are samjhiye na thora, are hum bhi to mard 
hain na! , Are tu mard hain to kya hua, paisa dete 
hain hum mardangi keliye!","So she's not my wife, then what is she? I give you 
money for her, you son of a bitch!  Whore, I won't let 
you go... Hey, wait, you bitch! Understand a little, aren't 
we men too! If you're a man, then what? I pay you for 
your manhood!",0:19:55,0:19:39,1,AudioS200595.mpeg
,,"Guru, Nirjhar Singh,
Guru","Aur jab time ata hain, tabh to dikha nehi pate hain 
mardangi. Hum sab jante hain.  , Are ma****od! 
Haramkhor! , Rasta theke uthate laya tha tujhe! 
Rasta pe apko hum bhi bachaye the, yaad nehi hain?","And when the time comes, you can't even show your 
manhood. We all know it. You son of a bitch! You 
whore! We picked you up from the street! We saved 
you on the street too, don't you remember?",0:19:38,0:19:27,1,AudioS200596.mpeg
,,"Nirjhar Singh, Guru,
Nirjhar Singh, Guru, 
Nirjhar Singh, Guru,
Nirjhar Singh","M***d! Blackmail kar raha hain tu? Ekdin bachaye to 
mujhe bhi thok dega kya? , Are choro, thok denge! , 
Abe tu humko thokega sala! tereko chorenge nehi! , 
Phone uthaiye. , Are phone ki ma ki akh! , Bhaiyaji 
apka phone uthaiye baaj raha hain! , Phone kaha par 
hain, m****d! teko chorega nehi sala! dekh lena tu 
ekdin! Tu marega sala ekdin! M**d! Kaun hai be? ","You son of a bitch! Are you blackmailing me? Will you 
kill me one day just because I saved you? Hey, shut up, 
we'll kill you! You think you can kill us, you bastard! We 
won't let you go! Pick up the phone. Damn your phone's 
eyes! Sir, please pick up your phone, it's ringing! Where 
is the phone, you son of a bitch! I won't let you go, you 
bastard!  Watch out, one day you'll die! You son of a 
bitch! Who is this?",0:19:26,0:18:56,0,AudioS200597.mpeg
,,Pullu,Shuna hai apni amake khujchen?,Who is this? I heard you are looking for me?,0:18:55,0:18:54,0,AudioS200598.mpeg
,,"Nirjhar Singh, Pullu,
Nirjhar Singh","Kaun be? , Hum Netaji. Are Netaji toh hum khud hi 
hain m********er! Tu kaun hai be?","Who? But I myself am Netaji you bastard! Who are 
you?",0:18:53,0:18:44,0,AudioS200599.mpeg
,,"Pullu, Nirjhar Singh, 
Pullu","Accha? Toh phir ek kaam kijiye. Humko paanch crore 
bhej dijiye. , Tere jaise gunde se na Bengal Police 
darti hogi. Hum saala khud hi gunda hai. Tere jaise 
hazaro ko pel kar hum yahan aaye hain m********er! 
Dekh tereko kaise dhoond ke nikaalte hain 
m********er! , Bhosari ke!","I am Netaji. Oh really? Then do one thing send me 
five crores. , Bengal Police may fear you but I am a 
goon myself. I buried thousands like you to reach here. 
Just wait I will find you and drag you out. , 
Bastard!",0:18:43,0:18:27,1,AudioS200600.mpeg
,,Nirjhar Singh,"Abhi dekh... Abe idhar sun. Idhar aa. Abhi jo phone 
aya tha usko 24 ghante mein yahan laake khara 
kar. Uske ga**d mein goli karna hai. Kar payega? 
Kar payega? Kar payega toh ladki teri. Chal ja. 
Sun tereko ek kaam karna hai.","Just wait... Hey listen come here. Bring the man who 
called me here within 24 hours. I want to shoot him in 
the ass. Can you do it? If you can the girl is yours. Go 
now. Listen I have a job for you.",0:18:26,0:17:42,0,AudioS200601.mpeg
,,"Animesh,
Inspector Madhabi,
Animesh","Haan Peyaji koto door? ,
Ha jaan jaan jaan age barun thik jachhen sir. ,
Bitan-der ki obostha?","Yes how far is Peyaji? ,
You are on the right track sir. ,
What about Bitan?",0:17:25,0:17:23,0,AudioS200602.mpeg
,,Ins. Bitan,"Amake niye giye onek boro bhul korcho. Labher 
labh kichui hobe na. Ulte jhamela-i barbe.","You are making a big mistake taking me along. You 
will gain nothing from it. It will only create trouble.",0:17:17,0:17:09,0,AudioS200603.mpeg
,,"Ins. Damayanti,
Ins. Bitan","Nijeke niye eto kharap perception keno? Tumi 
already sir-er sathe eto boro ekta operation korecho 
field-e. Tachara tumi amar theke onek besi 
experienced. Onek besi confident anek dynamic. ,
Confidence niye kono somossya nei. Dynamism 
niye ache.","Why such a bad perception of yourself? You have 
already handled a big operation with sir. You are far 
more experienced than me. More confident and 
dynamic. ,
Confidence is not the problem. Dynamism is.",0:17:07,0:16:48,0,AudioS200604.mpeg
